datetime,MSFT_Open,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Volume,MSFT_sma50,MSFT_sma200,MSFT_sma300,MSFT_ema8,MSFT_ema20,MSFT_ema50,MSFT_rsi,MSFT_macd,MSFT_stoch,MSFT_stochrsi,MSFT_vwap,MSFT_bb_hband,MSFT_bb_mavg,MSFT_bb_lband,MSFT_atr,MSFT_roc,MSFT_obv,MSFT_adi
2015-03-26 00:00:00,36.14,36.48,35.88,36.13,37495600,37.7654,38.90965,37.0266,36.86170579541893,37.15842829931732,37.905112994856395,37.59350538874877,0.3398470954799748,23.214285714285833,0.32025449103865544,36.82700386167808,38.633876976176865,37.18300000000001,35.73212302382315,0.6551014502837934,-1.953867028493891,608509300,876665189.5976992
2015-03-27 00:00:00,36.05,36.33,35.8,35.92,34401400,37.6836,38.9136,37.04213333333334,36.65243784088139,37.040482747001384,37.82726542643066,36.031301357764306,0.3981624041761833,13.839285714285804,0.2425022074698516,36.74294609878715,38.48443942448556,37.0565,35.62856057551444,0.6461656324063797,-2.4178212442271136,574107900,857841782.05053
2015-03-30 00:00:00,36.04,36.42,35.87,35.91,35049700,37.6098,38.9187,37.05906666666667,36.487451654018855,36.93281772347744,37.752078546962785,35.95468072114441,0.4401112938478349,13.392857142857004,0.23868873026230789,36.68019100379027,38.28377524879642,36.9285,35.57322475120358,0.6392966586630672,-0.16680567139283367,539058200,827890220.232348
2015-03-31 00:00:00,35.76,35.98,35.55,35.65,34887200,37.5176,38.919700000000006,37.07573333333333,36.30135128645911,36.810644606955776,37.669644094140715,33.934170388988434,0.4887024604698098,4.347826086956576,0.13812613460667528,36.610591577537576,38.19266315206006,36.813500000000005,35.43433684793995,0.6243468973299909,-1.7364939360529286,504171000,809229624.883511
2015-04-01 00:00:00,35.6,35.74,35.34,35.7,36865300,37.4238,38.9198,37.09323333333333,36.167717667245974,36.70486893010285,37.59240314927245,34.69421421969645,0.5172146000115987,14.342629482071702,0.04389047948183935,36.597346314143,38.09918967015681,36.710499999999996,35.32181032984318,0.6083221189492772,-2.030735455543345,541036300,838721864.8835111
2015-04-02 00:00:00,35.65,35.72,35.18,35.33,37487500,37.330799999999996,38.917249999999996,37.10913333333333,35.981558185635755,36.573929031997814,37.50368145714412,31.7805496529393,0.5631746569174183,5.617977528089831,0.0,36.56953487073602,38.00516924236859,36.587,35.16883075763142,0.6034419675957573,-3.364332603938742,503548800,822060753.7723998
2015-04-06 00:00:00,35.37,36.63,35.23,36.43,39223700,37.2388,38.920350000000006,37.126599999999996,36.081211922161145,36.56022150514087,37.461576301962,46.23647447354235,0.5050160159528403,46.81647940074903,0.7424546767504447,36.54724993416828,37.94789929819528,36.5515,35.15510070180471,0.6603389699103465,-2.2275899087493247,542772500,850077682.3438282
2015-04-07 00:00:00,36.48,36.75,36.22,36.41,28809400,37.1454,38.92395,37.14619999999999,36.154275939458664,36.54591469512746,37.42033801561055,46.045424868784565,0.4552904024796973,46.06741573033693,0.7326423904869205,36.548918437998275,37.80993875664624,36.4935,35.177061243353755,0.6510290434881789,-1.8069039913700156,513963100,841924078.570243
2015-04-08 00:00:00,36.35,36.55,35.98,36.32,24753400,37.053200000000004,38.92635,37.1648,36.19110350846785,36.52439900987722,37.37718750519445,45.14149534731414,0.41832258106935427,42.69662921348314,0.6862166716901544,36.49549311180573,37.774977064019204,36.467,35.15902293598079,0.6452412546675947,-3.404255319148939,489209700,846701050.5000678
2015-04-09 00:00:00,36.17,36.49,36.17,36.37,25723900,37.037800000000004,38.9277,37.18246666666666,36.230858284363876,36.50969434226987,37.33768995597114,45.77833937203568,0.3806033753368041,44.569288389513,0.7189249093423864,36.44373201676766,37.74393032915562,36.445,35.14606967084438,0.6220097364770523,-3.2197977647684963,514933600,853132025.5000671
2015-04-10 00:00:00,36.5,36.78,36.31,36.58,28022000,37.0522,38.931099999999994,37.200266666666664,36.308445332283014,36.51639011919655,37.307976624364436,48.48336020926049,0.32996179391857794,52.43445692883886,0.8578544760237646,36.282699697171125,37.75691289208447,36.4755,35.19408710791552,0.6111518981572628,-2.7386333421962274,542955600,857305514.8617688
2015-04-13 00:00:00,36.3,36.88,36.29,36.62,30276700,37.053200000000004,38.9335,37.21543333333334,36.37767970288679,36.52625772689212,37.28099714889917,49.0052141326329,0.28333420968585443,53.932584269662804,0.8846568349732388,36.22635413009394,37.77210736165446,36.4925,35.21289263834554,0.6096410482888872,0.7427785419532215,573232300,860897665.7092261
2015-04-14 00:00:00,36.65,36.85,36.29,36.52,24244400,37.0802,38.93675,37.23413333333333,36.409306435578614,36.525661752902394,37.25115412345214,47.704197901161706,0.2515509546922843,54.47154471544727,0.9244678331467657,36.16490671393283,37.775926043192925,36.496500000000005,35.217073956807084,0.6060952591253955,1.0794353722668157,548987900,856568308.5663693
2015-04-15 00:00:00,36.62,37.23,36.55,37.05,27343600,37.102399999999996,38.94035,37.25496666666667,36.55168278322781,36.57559872881645,37.24326572645402,54.58584248045305,0.18150366425923892,91.21951219512195,1.0,36.15329302447218,37.822920120437615,36.521,35.219079879562386,0.6135170263307239,3.145879732739408,576331500,869435885.0369575
2015-04-16 00:00:00,36.78,37.12,36.67,36.97,22509700,37.1174,38.945949999999996,37.27703333333333,36.644642164732744,36.61316075464346,37.23254942345583,53.442668461179075,0.13093665706229984,87.31707317073179,0.9498724253215999,36.19258994981121,37.78135332489675,36.5065,35.231646675103256,0.601837238735672,2.9518240044555903,553821800,876939118.3702909
2015-04-17 00:00:00,36.54,36.6,36.09,36.49,42387600,37.1186,38.9484,37.29646666666666,36.61027723923658,36.60143115896313,37.20342983822227,47.07269884832461,0.12811707413521845,63.902439024390446,0.6705526349100808,36.22586592459217,37.72441492695907,36.477,35.22958507304092,0.6217060073974093,2.3562412342216086,511434200,901041871.3114674
2015-04-20 00:00:00,36.59,37.85,36.55,37.62,46057700,37.1318,38.9564,37.318599999999996,36.83466007496179,36.69843771525236,37.21976592299787,59.35496745231017,0.034305525413024895,91.38576779026202,1.0,36.35269459419073,37.729041166389145,36.478,35.22695883361086,0.6744412925833086,5.378151260504186,557491900,930802231.3114672
2015-04-21 00:00:00,37.7,37.83,37.29,37.39,26013800,37.1412,38.96365,37.339299999999994,36.9580689471925,36.76430078999023,37.226441769154825,56.48192270760708,-0.021236919032148194,82.77153558052433,0.8958076008854614,36.47043543065146,37.6884225385246,36.4685,35.2485774614754,0.6648383431130723,5.830738748938586,531478100,914423172.0522081
2015-04-22 00:00:00,37.41,37.82,37.31,37.69,25064300,37.1574,38.971599999999995,37.35993333333333,37.120720292260835,36.852462619514974,37.24462052330561,59.25246486878052,-0.08844268697030344,94.00749063670399,0.9962826927380498,36.61255031049195,37.70779551120381,36.4725,35.23720448879618,0.6537784614621385,3.458687894592363,556542400,926709593.6208352
2015-04-23 00:00:00,37.61,38.24,37.53,38.0,46309500,37.1756,38.982,37.380766666666666,37.31611578286954,36.96175189384688,37.27424324788187,61.9483053462851,-0.16481822952047764,92.02657807308965,1.0,36.85475936810874,37.955849742120925,36.55499999999999,35.15415025787906,0.6577942856434144,4.366932161494105,602851900,941711262.6349195
2015-04-24 00:00:00,40.03,42.21,40.03,41.97,130933700,37.277,39.0127,37.414433333333335,38.350312275565194,37.438727903956696,37.45839057149435,80.10310916963432,-0.5394735038316298,96.14767255216691,1.0,38.03802585436861,39.576403597858,36.846999999999994,34.11759640214199,0.9115232652403134,15.556167400881051,733785600,1043815524.1028092
2015-04-27 00:00:00,41.41,42.2,41.4,42.11,59248200,37.369,39.04405,37.44853333333333,39.185798436550705,37.88361096072273,37.64080662751417,80.45720951123486,-0.838027083376474,98.39486356340286,1.0,38.5291336310075,40.68275169266179,37.1565,33.63024830733821,0.9035573177231484,15.782238108331049,793033800,1089732879.1028087
2015-04-28 00:00:00,41.89,43.15,41.82,43.1,60730800,37.4672,39.0786,37.4857,40.0556210062061,38.38040991684437,37.854892642121456,82.78970723749302,-1.141360775801914,99.2917847025496,1.0,39.04737469402768,41.83708504892001,37.516000000000005,33.19491495108,0.934017509314352,17.823947512301814,853764600,1145897453.5388992
2015-04-29 00:00:00,42.72,43.24,42.52,43.02,47804600,37.5634,39.11255,37.52236666666667,40.71437189371586,38.82227563904967,38.057445871842184,81.93864192453982,-1.3596266513397666,96.92307692307695,0.9761719877633623,39.46071110044208,42.73125344947521,37.884499999999996,33.03774655052478,0.9187305443633268,17.476788640087403,805960000,1164488131.316677
2015-04-30 00:00:00,42.7,43.44,42.61,42.65,64725500,37.653,39.1433,37.557100000000005,41.14451147289011,39.18682081628304,38.23754603373072,77.94760505491955,-1.4856226888541642,89.25170068027212,0.8644314739405249,39.92577157666872,43.38909065268391,38.232,33.07490934731609,0.9123926483373748,16.7853231106243,741234500,1106001233.7263155
2015-05-01 00:00:00,42.59,42.86,42.44,42.67,38937300,37.7436,39.16715,37.591233333333335,41.48350892335897,39.51855216711323,38.41136775789815,78.00995499657789,-1.569002801563684,89.52380952380956,0.8661771392263456,40.23850696206478,43.91987173309033,38.599000000000004,33.278128266909675,0.8772217448847053,15.168690958164655,780171800,1109709548.0120304
2015-05-04 00:00:00,42.41,42.85,42.24,42.3,34039500,37.8204,39.1872,37.624966666666666,41.66495138483475,39.78345196072149,38.563863139941354,73.85001297893423,-1.5869330573724127,84.48979591836732,0.7497076417724321,40.48411829407414,44.34829279298615,38.8925,33.436707207013846,0.8581344773929406,14.417094941844736,746132300,1082366343.093997
2015-05-05 00:00:00,41.93,42.23,41.48,41.74,50369200,37.881,39.203799999999994,37.657266666666665,41.68162885487148,39.96978986922421,38.68841752661032,67.94443850996072,-1.5382239067111882,76.87074829931977,0.5843641615843084,40.719954573576544,44.62440721264204,39.159000000000006,33.69359278735797,0.8554105861505877,14.387503425596051,695763100,1066919788.427331
2015-05-06 00:00:00,41.71,41.88,40.35,40.58,52433000,37.9194,39.21395,37.6859,41.43682244267781,40.02790511977428,38.762597231449135,57.658788693113856,-1.3899962370283276,61.08843537414964,0.29638792055158786,40.85359787337424,44.70876531243407,39.372,34.03523468756593,0.9035955442826886,7.868155236576293,643330100,1030250958.3619713
2015-05-07 00:00:00,40.57,41.29,40.47,40.95,32971700,37.967,39.226,37.714666666666666,41.3286396776383,40.11572367979578,38.84837773217662,59.751713539963774,-1.2875387039488473,63.860667634252614,0.1242898590963512,41.12007276529258,44.79396793750929,39.601,34.40803206249071,0.8976244339767823,9.521262369617551,676301800,1035880272.996118
2015-05-08 00:00:00,41.69,42.07,41.67,41.87,35364900,38.031800000000004,39.24245,37.7452,41.44894197149645,40.282797615053326,38.96687272307166,64.45632221937805,-1.2659832155937139,74.47154471544714,0.3031193866861712,41.404665569655926,44.95386506158897,39.8655,34.777134938411024,0.9135084029784405,11.090474927036349,711666700,1035880272.9961174
2015-05-11 00:00:00,41.69,42.01,41.53,41.53,24609400,38.0934,39.259249999999994,37.776133333333334,41.46695486671946,40.40157879457205,39.06738751824532,61.591027291268276,-1.2075453461918997,68.84176182707996,0.15647015015429722,41.55890006788511,45.01995467487726,40.111,35.20204532512273,0.8825435170514088,9.28947368421053,687057300,1011270872.9961174
2015-05-12 00:00:00,41.08,41.81,40.7,41.52,29928300,38.1544,39.27555,37.805233333333334,41.47874267411514,40.508095099850905,39.163568399882756,61.50442767706898,-1.1472017693535363,67.51269035533002,0.15302421107943348,41.689628026185375,45.01565745248771,40.361000000000004,35.7063425475123,0.8987904086905939,-1.0721944245889818,657129000,1025560962.1853065
2015-05-13 00:00:00,42.25,42.37,41.71,41.76,34184600,38.2306,39.29535,37.83596666666667,41.54124430208955,40.62732413796034,39.26538924694618,62.85433085766767,-1.1059958129205825,50.73313782991198,0.20673904757515757,41.95274315660336,45.02853012173872,40.596500000000006,36.16446987826129,0.8953053794984083,-0.8311564948943279,691313600,996555847.0337912
2015-05-14 00:00:00,42.11,42.81,42.11,42.72,32980900,38.3298,39.32025,37.869800000000005,41.803190012736316,40.82662660101174,39.40086417843848,67.7290369933768,-1.137689199613618,76.6990291262136,0.4007115093099243,42.105710104776996,45.07730609424106,40.884,36.69069390575894,0.9063549952485223,-0.8816705336426972,724294500,1021055944.176648
2015-05-15 00:00:00,42.85,42.88,42.13,42.35,28642700,38.4208,39.34465,37.9031,41.92470334323936,40.971709781867766,39.51651656359776,64.23042161273104,-1.120039411984358,64.72491909385121,0.2614959301233741,42.14436865916629,44.893019913832426,41.177,37.460980086167574,0.8951867813021993,-1.5574151557415195,695651800,1009216961.5099813
2015-05-18 00:00:00,42.07,42.28,41.74,42.1,24136500,38.52,39.3696,37.9358,41.96365815585283,41.07916599311845,39.6178296395351,61.903615049653425,-1.073504228947364,56.63430420711981,0.17482916045989083,42.077236601992375,44.75480917763654,41.400999999999996,38.047190822363454,0.8748162969234707,-1.289566236811248,671515300,1017262461.5099813
2015-05-19 00:00:00,41.97,42.19,41.64,41.99,28574800,38.608399999999996,39.3953,37.96756666666667,41.96951189899665,41.16591208901193,39.710855928180784,60.85893993229018,-1.016036444756594,53.074433656958014,0.15724657699994393,41.99025023590298,44.43959324217642,41.631,38.82240675782358,0.8516151328575082,-1.5936254980079674,642940500,1025055588.7827089
2015-05-20 00:00:00,41.82,42.3,41.72,41.99,25047900,38.7112,39.418800000000005,37.99863333333333,41.97406481033073,41.24439665196317,39.80023412707566,60.85893993229018,-0.9594330646099039,64.82213438735177,0.15724657699994393,41.866248250729655,43.996064185088215,41.846000000000004,39.69593581491179,0.8322140519391147,-0.7328605200945513,667988400,1023328147.4033989
2015-05-21 00:00:00,41.72,42.01,41.49,41.85,22410700,38.812000000000005,39.44285,38.030300000000004,41.946494852479454,41.302073161300015,39.88061710248446,59.37980191155901,-0.8929838856959975,59.28853754940709,0.10629296389602516,41.79463235680836,43.26984519936491,42.038500000000006,40.807154800635104,0.8099130482291776,0.2635361763296584,645577700,1031947647.4033991
2015-05-22 00:00:00,41.74,41.79,41.32,41.39,25720600,38.9204,39.46605,38.060966666666666,41.82282932970624,41.310447145938106,39.93980858866154,54.677530545175586,-0.7940509519521015,41.10671936758888,0.0,41.72681373859495,43.272836455580624,42.0095,40.74616354441938,0.7899192590699508,1.9960571710202126,619857100,1013888502.7225481
2015-05-26 00:00:00,41.33,41.37,40.76,41.12,29581900,39.0172,39.4858,38.089733333333335,41.66664503421596,41.292309322515436,39.98609060479246,52.07104195605779,-0.6859519189396224,30.434782608695482,0.0,41.67158199595753,43.28001515142782,41.96,40.63998484857218,0.7784964548506688,0.41514041514040195,590275200,1019222943.7061547
2015-05-27 00:00:00,41.32,42.16,41.14,42.02,27335600,39.1288,39.5102,38.11723333333333,41.74516835994575,41.361613196561585,40.065851757545694,59.07438746866711,-0.6652367002667177,64.31535269709552,0.4472696214245607,41.77448667070994,43.1190853226377,41.906,40.692914677362296,0.7971752795041923,0.3582517315500494,617610800,1039054653.5100766
2015-05-28 00:00:00,41.92,42.38,41.82,41.87,19283700,39.235,39.53385,38.14503333333334,41.77290872440225,41.410030987365246,40.13660266901449,57.564665469856024,-0.6294599711039979,53.66972477064196,0.35085101896537985,41.86092781248187,42.94868680231997,41.8485,40.748313197680034,0.780234188111036,0.8186852877437907,598327100,1023214471.3672193
2015-05-29 00:00:00,41.86,41.98,41.12,41.35,36519600,39.3168,39.5535,38.1681,41.67892900786842,41.404313750473314,40.18418687807275,52.5507875740085,-0.5527749557075197,29.816513761467828,0.03063901967060882,41.824650205729576,42.839308221221565,41.783500000000004,40.72769177877844,0.7859317461031047,-0.40944123314065917,561807500,1006228610.9021034
2015-06-01 00:00:00,41.53,42.16,41.14,41.68,28837300,39.4088,39.572399999999995,38.19273333333334,41.67916700611988,41.43056958376157,40.242846216187544,55.21660302598174,-0.5127194598190243,44.95412844036684,0.20089168903342172,41.82100203441077,42.708626082145884,41.733999999999995,40.759373917854106,0.8026509070957397,-0.19157088122604957,590644800,1007924922.6668093
2015-06-02 00:00:00,41.42,41.79,41.14,41.41,21498300,39.485,39.58915,38.215500000000006,41.61935211587102,41.42861057578427,40.288616952807644,52.61212085180939,-0.453955530449754,30.660377358490432,0.03455607786705755,41.837241554432936,42.63760284252239,41.689499999999995,40.7413971574776,0.7917472708746153,-3.066479400749069,569146500,1004286748.8206552
2015-06-03 00:00:00,41.8,42.13,41.32,41.35,28002200,39.5604,39.60335,38.23853333333333,41.559496090121904,41.42112385428101,40.330239817403424,52.02485499449888,-0.3979558076624343,27.830188679245385,0.0,41.80981237333455,42.629124600872615,41.67,40.71087539912739,0.7930510372407144,-2.3612750885478158,541144300,978358785.8576924
2015-06-04 00:00:00,41.29,41.62,40.77,40.91,27745500,39.6264,39.614000000000004,38.26166666666666,41.41516362565037,41.37244539196853,40.35297551083858,47.81025722393041,-0.3144465569582735,7.075471698113125,0.0,41.69196661571185,42.57909789379039,41.686499999999995,40.7939021062096,0.7971188202949486,-2.826603325415688,513398800,959752979.975339
2015-06-05 00:00:00,40.87,41.05,40.45,40.72,25438100,39.7138,39.6215,38.2854,41.26068281995029,41.310307735590584,40.367368628060596,46.074490324360625,-0.23027894963212248,13.989637305699278,0.0,41.56762250763938,42.61016843402622,41.675,40.73983156597377,0.7830389045595947,-3.024529649916654,487960700,957209169.9753389
2015-06-08 00:00:00,40.86,40.97,40.3,40.36,22121600,39.7984,39.62885,38.30523333333334,41.06053108218356,41.21980223696291,40.367079662254305,42.89668262499924,-0.1329934572867657,2.8846153846154863,0.0,41.47509654246548,42.69036158608645,41.5995,40.508638413913545,0.7749646970910523,-3.8818766372946,465839100,939049647.5872793
2015-06-09 00:00:00,40.38,40.54,40.12,40.29,24406100,39.885799999999996,39.634699999999995,38.32286666666667,40.88930195280943,41.131249642966445,40.3640569304012,42.2859607192367,-0.049672989411782,7.522123893805368,0.0,41.360912227378314,42.76900111652368,41.5375,40.30599888347632,0.749610075870263,-3.7275985663082487,441433000,934400866.6348985
2015-06-10 00:00:00,40.41,41.33,40.32,41.13,28417400,39.9902,39.64505,38.3421,40.942790407740674,41.131130629350594,40.39409391352272,51.25447443675142,-0.05083589361900209,44.69026548672579,0.5246634513922435,41.28350958722664,42.76227649660318,41.518,40.27372350339682,0.7703522133081012,-0.6281710558105774,469850400,951563850.7933146
2015-06-11 00:00:00,41.18,41.41,40.71,40.98,27347800,40.0968,39.65455,38.36103333333333,40.951059206020524,41.11673723607911,40.41707062279634,49.767240712528825,-0.03920186251503566,38.053097345132635,0.44562126665894686,41.23503975806594,42.739284094956005,41.479,40.21871590504399,0.765327055214665,-0.3404669260700403,442502600,945312925.0790287
2015-06-12 00:00:00,40.79,41.01,40.51,40.57,23931000,40.194199999999995,39.6627,38.37956666666667,40.86637938246041,41.06466702311919,40.423067853274915,45.85096547820347,0.003066416697649288,19.91150442477884,0.2123489480089445,41.181866895963395,42.55443321874022,41.371500000000005,40.18856678125979,0.7463751226993318,-3.4507377439314673,418571600,927125365.079029
2015-06-15 00:00:00,40.11,40.29,39.73,40.14,33254500,40.2904,39.6693,38.399899999999995,40.70496174191365,40.976603497107845,40.41196715314649,42.10841378244897,0.07044963925234526,15.471698113207653,0.0,41.08935037906174,42.47026258521427,41.261,40.051737414785734,0.753062613935094,-4.131836637210406,385317100,942564954.3647435
2015-06-16 00:00:00,40.02,40.81,39.98,40.44,27070300,40.370599999999996,39.677350000000004,38.42143333333333,40.646081354821725,40.925498402145195,40.41306648047408,45.4536188667804,0.09850829351312029,26.792452830188655,0.21643055198544228,40.990152888651615,42.373317531034786,41.178,39.98268246896521,0.7585581415111591,-2.200725513905692,412387400,945500288.099683
2015-06-17 00:00:00,40.36,40.66,40.03,40.57,28704100,40.4538,39.6837,38.443333333333335,40.629174387083566,40.8916414114647,40.41922073614177,46.88588598427629,0.10899859763750186,34.56790123456805,0.3644646955478156,40.895475470774635,42.26918931332168,41.107,39.944810686678316,0.7493754171175045,-2.6631477927063325,441091500,966003216.671112
2015-06-18 00:00:00,40.79,41.3,40.74,41.23,32658300,40.552,39.6948,38.465599999999995,40.762691189953884,40.923866038944254,40.45101600139111,53.55384755920249,0.06332577496985436,61.7283950617284,0.8731513990309827,40.85563836255461,42.160785693256294,41.069,39.97721430674371,0.7479914587519684,-0.43467761410287303,473749800,990496941.6711118
2015-06-19 00:00:00,41.29,41.33,40.59,40.68,63837000,40.638200000000005,39.7037,38.489200000000004,40.74431536996413,40.90064070190194,40.45999576604244,48.13117873287354,0.07069520706819787,39.58333333333336,0.5262155255886617,40.80136747337683,42.05289100149565,41.01049999999999,39.968108998504334,0.7474206402696846,-1.6203143893591336,409912800,942187860.5900302
2015-06-22 00:00:00,40.89,41.23,40.74,40.8,20318100,40.7226,39.7119,38.5136,40.75668973219432,40.89105587314938,40.47332926541333,49.33654883268089,0.06609068569716925,44.583333333333236,0.6315300224717364,40.77379417401489,42.01209456404305,40.981,39.94990543595695,0.7333191659647069,-0.2688829137130272,430230900,926845621.8145196
2015-06-23 00:00:00,40.71,40.84,40.26,40.52,25896500,40.8006,39.715900000000005,38.537166666666664,40.704092013928914,40.855717218563726,40.47515949029908,46.61449631398965,0.08406616683728885,41.79894179894212,0.39370133272649294,40.70279747136238,41.99894847201527,40.951,39.90305152798473,0.7223677969672283,-0.491159135559911,404334400,924166673.5386578
2015-06-24 00:00:00,40.3,40.82,40.2,40.28,34890900,40.8758,39.716300000000004,38.5583,40.60984934416693,40.80088700727194,40.46750617695402,44.35551195706933,0.1163368011568906,32.7380952380955,0.19633141202427615,40.65397405686032,41.8280622386543,40.864,39.8999377613457,0.715055811469569,-0.19821605550049132,369443500,898279876.7644641
2015-06-25 00:00:00,40.62,40.65,40.15,40.29,20616000,40.940599999999996,39.7155,38.57763333333334,40.53877171212984,40.75223110181747,40.4605451504068,44.47625009082421,0.1394965653542286,33.33333333333348,0.2068804341155231,40.634189807424775,41.66132185867931,40.785,39.908678141320685,0.6996946820788855,0.0,390059500,889208836.7644641
2015-06-26 00:00:00,40.29,40.84,39.74,39.94,49835300,41.0,39.712599999999995,38.5969,40.40571133165653,40.67487575878724,40.44013161509673,41.11375127841459,0.1839722032256006,12.500000000000053,0.0,40.58668794127067,41.62390584999172,40.7145,39.80509415000828,0.728287919073251,-2.89326525650378,340224200,857495464.037191
2015-06-29 00:00:00,39.75,39.92,39.15,39.16,34081700,41.0534,39.7051,38.61376666666666,40.12888659128841,40.53060187699798,40.38993037528902,34.79954478304961,0.2789434613501598,0.44247787610610706,0.0,40.51235568526354,41.61824317186334,40.588499999999996,39.55875682813665,0.7326959248537329,-4.441190824792582,306142500,824299002.9982299
2015-06-30 00:00:00,39.46,39.47,38.78,38.96,35945400,41.080200000000005,39.6979,38.62983333333334,39.86913401544655,40.38102074585532,40.3338546742973,33.38379201709667,0.36612671530701135,6.844106463878328,0.0,40.373565303313285,41.64742964242447,40.466,39.28457035757553,0.729646215935609,-3.9684495932955373,270197100,807107724.7373604
2015-07-01 00:00:00,39.24,39.92,38.92,39.23,28343900,41.117,39.69405,38.64763333333333,39.72710423423621,40.27139972244052,40.29056625569741,37.1039038693821,0.40872183774834525,17.647058823529264,0.18443736282825537,40.27154568700481,41.58477753081906,40.36,39.13522246918094,0.7489572005116368,-2.2670652715495856,298541000,796337042.7373601
2015-07-02 00:00:00,39.25,39.49,38.88,39.18,21752000,41.146800000000006,39.6877,38.6648,39.60552551551705,40.1674568917319,40.24701463782692,36.69523022494406,0.4414248899431428,15.686274509803884,0.16417595880857302,40.19752103874857,41.57278095498981,40.2735,38.97421904501019,0.739031686189377,-3.115727002967354,276789000,795980452.5734255
2015-07-06 00:00:00,38.79,39.25,38.79,39.17,23034000,41.170199999999994,39.6823,38.6818,39.508742067624375,40.07246099728124,40.20477876967685,36.60838373729847,0.46281417710495276,15.294117647058863,0.15987024495149915,40.150144727191645,41.56266601625973,40.196,38.82933398374026,0.7191008514615644,-3.4508257333004644,253755000,811002626.4864691
